,title,year,actors_count,actresses_count,producer_count_male,producer_count_female,director_count,directress_count,averageRating,numVotes,budget,revenue,actress_percent,actors_percent,women_directing_percent,men_directing_percent,women_producing_percent,men_producing_percent,Animation,Family,Fantasy,Musical,Romance,Music,Adventure,Drama,Comedy,Horror,Mystery,Documentary,Crime,Thriller,Action,Western,War,Sci-Fi,Sport,History,Biography,Film-Noir,Adult
1290,holes,2003,52,16,6,1,1,0,7.0,96476,20000000,0,24.0,76.0,0.0,100.0,14.0,86.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1291,two_weeks_notice,2002,43,33,2,2,1,0,6.1,123334,60000000,93354918,43.0,57.0,0.0,100.0,50.0,50.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,tears_of_the_sun,2003,58,24,6,2,1,0,6.6,127835,70000000,85632458,29.0,71.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1293,21_grams,2003,36,19,4,0,1,0,7.6,242772,20000000,60427839,35.0,65.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1294,spider-man_2,2004,82,37,6,1,1,0,7.5,686275,200000000,783766341,31.0,69.0,0.0,100.0,14.0,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1295,bridget_jones:_the_edge_of_reason,2004,39,27,7,2,0,1,6.0,119138,50000000,40203020,41.0,59.0,100.0,0.0,22.0,78.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,cars,2006,70,18,1,1,2,0,7.2,449703,120000000,461983149,20.0,80.0,0.0,100.0,50.0,50.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1297,looney_tunes:_back_in_action,2003,53,26,4,1,1,0,5.8,39518,80000000,68514844,33.0,67.0,0.0,100.0,20.0,80.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,big_fish,2003,58,23,4,1,1,0,8.0,451749,70000000,122919055,28.0,72.0,0.0,100.0,20.0,80.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1299,elf,2003,46,14,7,2,1,0,7.1,289879,32000000,173398518,23.0,77.0,0.0,100.0,22.0,78.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,honey,2003,31,17,3,1,1,0,5.3,46808,18000000,62646763,35.0,65.0,0.0,100.0,25.0,75.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,shade,2003,51,15,10,0,1,0,6.3,13033,6800000,0,23.0,77.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1302,dickie_roberts:_former_child_star,2003,68,32,4,1,1,0,5.5,15265,0,0,32.0,68.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,pirates_of_the_caribbean:_the_curse_of_the_black_pearl,2003,64,6,5,1,1,0,8.1,1174578,140000000,655011224,9.0,91.0,0.0,100.0,17.0,83.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1304,mystic_river,2003,74,16,3,1,1,0,7.9,473341,25000000,156822020,18.0,82.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1305,over_the_hedge,2006,25,17,3,2,2,0,6.7,185172,80000000,343397247,40.0,60.0,0.0,100.0,40.0,60.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,the_stepford_wives,2004,47,51,5,2,1,0,5.3,68585,90000000,102000000,52.0,48.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1307,catwoman,2004,32,24,8,2,1,0,3.4,123630,100000000,82102379,43.0,57.0,0.0,100.0,20.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1308,malibu's_most_wanted,2003,39,20,6,1,1,0,5.2,20483,0,0,34.0,66.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1309,hollywood_homicide,2003,74,41,6,1,1,0,5.3,38658,75000000,51142659,36.0,64.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1310,harry_potter_and_the_goblet_of_fire,2005,65,33,6,1,1,0,7.7,658096,150000000,895921036,34.0,66.0,0.0,100.0,14.0,86.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1311,the_punisher,2004,48,14,15,2,1,0,6.4,167381,33000000,54700105,23.0,77.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1312,man_of_the_house,2005,60,32,6,1,1,0,5.4,24845,40000000,0,35.0,65.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1313,fever_pitch,2005,107,48,8,4,2,0,6.2,46782,30000000,50451307,31.0,69.0,0.0,100.0,33.0,67.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1314,troy,2004,29,8,3,2,1,0,7.3,556031,175000000,497409852,22.0,78.0,0.0,100.0,40.0,60.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1315,my_baby's_daddy,2004,26,22,8,1,0,1,4.5,3842,0,51,46.0,54.0,100.0,0.0,11.0,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,"legally_blonde_2:_red,_white_&_blonde",2003,29,31,3,2,1,0,4.8,70826,45000000,124914842,52.0,48.0,0.0,100.0,40.0,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,starsky_&_hutch,2004,48,37,9,0,1,0,6.1,152235,60000000,170268750,44.0,56.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1318,win_a_date_with_tad_hamilton!,2004,27,21,2,2,1,0,5.6,29033,17000000,16980098,44.0,56.0,0.0,100.0,50.0,50.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,13_going_on_30,2004,42,46,2,5,1,0,6.3,206716,37000000,96455697,52.0,48.0,0.0,100.0,71.0,29.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,the_prince_&_me,2004,34,23,5,2,0,1,5.8,40822,0,0,40.0,60.0,100.0,0.0,29.0,71.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,something's_gotta_give,2003,26,52,1,2,0,1,6.7,126464,80000000,266728738,67.0,33.0,100.0,0.0,67.0,33.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,birth,2004,26,21,4,3,1,0,6.2,38369,20000000,0,45.0,55.0,0.0,100.0,43.0,57.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1323,cellular,2004,54,41,6,3,1,0,6.5,103951,25000000,56422687,43.0,57.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1324,live_free_or_die_hard,2007,78,14,4,0,1,0,7.1,415202,110000000,383531464,15.0,85.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1325,the_haunted_mansion,2003,24,10,4,0,1,0,5.1,53645,90000000,182290266,29.0,71.0,0.0,100.0,0.0,100.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1326,stuck_on_you,2003,295,135,10,0,2,0,5.8,54574,55000000,33828318,31.0,69.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,the_r.m.,2003,38,13,3,0,1,0,6.0,859,0,0,25.0,75.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1328,along_came_polly,2004,53,27,5,2,1,0,6.0,141384,42000000,171963386,34.0,66.0,0.0,100.0,29.0,71.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,50_first_dates,2004,35,27,8,1,1,0,6.8,371547,75000000,196482882,44.0,56.0,0.0,100.0,11.0,89.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,"i,_robot",2004,29,11,11,0,1,0,7.1,561973,120000000,347234916,28.0,72.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1331,latter_days,2003,78,29,6,2,1,0,7.1,18294,850000,819939,27.0,73.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,the_spongebob_squarepants_movie,2004,41,7,7,2,2,0,7.1,98529,30000000,140161792,15.0,85.0,0.0,100.0,22.0,78.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,sky_captain_and_the_world_of_tomorrow,2004,36,5,5,5,1,0,6.1,86610,70000000,57958696,12.0,88.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
1334,waiting...,2005,35,17,16,1,1,0,6.7,103277,3000000,18637690,33.0,67.0,0.0,100.0,6.0,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,cheaper_by_the_dozen,2003,32,14,6,1,1,0,5.9,106710,40000000,190212113,30.0,70.0,0.0,100.0,14.0,86.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,ladder_49,2004,62,24,5,3,1,0,6.5,58874,60000000,74541707,28.0,72.0,0.0,100.0,38.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1337,miracle,2004,127,12,7,0,1,0,7.4,57278,28000000,64445708,9.0,91.0,0.0,100.0,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1338,ocean's_twelve,2004,60,34,7,1,1,0,6.5,405628,110000000,362744280,36.0,64.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1339,raising_helen,2004,58,66,5,2,1,0,6.0,37847,50000000,49718611,53.0,47.0,0.0,100.0,29.0,71.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,walking_tall,2004,31,18,8,1,1,0,6.3,108689,56000000,57223890,37.0,63.0,0.0,100.0,11.0,89.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1341,de-lovely,2004,41,25,4,2,1,0,6.6,11688,20000000,0,38.0,62.0,0.0,100.0,33.0,67.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1342,the_brothers_grimm,2005,35,26,11,0,1,0,5.9,124626,88000000,105316267,43.0,57.0,0.0,100.0,0.0,100.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1343,a_cinderella_story,2004,29,39,7,2,1,0,5.9,91836,19000000,70067909,57.0,43.0,0.0,100.0,22.0,78.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,i_heart_huckabees,2004,39,22,4,1,1,0,6.5,65766,22000000,0,36.0,64.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,the_last_shot,2004,57,20,7,1,1,0,5.7,4348,0,0,26.0,74.0,0.0,100.0,12.0,88.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,elektra,2005,24,7,8,1,1,0,4.7,96131,43000000,56681566,23.0,77.0,0.0,100.0,11.0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1347,anchorman:_the_legend_of_ron_burgundy,2004,47,18,3,1,1,0,7.1,371244,26000000,90574188,28.0,72.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,walk_the_line,2005,65,31,4,1,1,0,7.8,260398,28000000,186438883,32.0,68.0,0.0,100.0,20.0,80.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1349,agent_cody_banks_2:_destination_london,2004,32,11,12,4,1,0,4.5,15621,26000000,28818995,26.0,74.0,0.0,100.0,25.0,75.0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1350,blade:_trinity,2004,39,12,9,1,1,0,5.8,184680,65000000,128905366,24.0,76.0,0.0,100.0,10.0,90.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1351,10th_&_wolf,2006,52,12,7,3,1,0,6.3,6787,8000000,143451,19.0,81.0,0.0,100.0,30.0,70.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1352,little_black_book,2004,47,30,5,4,1,0,5.3,18732,35000000,22034832,39.0,61.0,0.0,100.0,44.0,56.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,welcome_to_mooseport,2004,36,25,10,0,1,0,5.3,13290,30000000,14000000,41.0,59.0,0.0,100.0,0.0,100.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,scary_movie_4,2006,76,38,5,2,1,0,5.1,126500,45000000,178262620,33.0,67.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,son_of_the_mask,2005,48,27,8,2,1,0,2.2,58378,84000000,0,36.0,64.0,0.0,100.0,20.0,80.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,the_terminal,2004,78,39,5,2,1,0,7.4,481193,60000000,219417255,33.0,67.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,the_life_aquatic_with_steve_zissou,2004,69,8,6,1,1,0,7.2,206686,50000000,34808403,10.0,90.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,the_box,2009,61,20,6,2,1,0,5.6,94049,30000000,33333531,25.0,75.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1359,beyond_the_sea,2004,97,38,19,2,1,0,6.7,15372,23000000,0,28.0,72.0,0.0,100.0,10.0,90.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1360,dodgeball:_a_true_underdog_story,2004,42,11,4,1,1,0,6.7,261124,20000000,167722310,21.0,79.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1361,the_matador,2005,25,19,15,3,1,0,6.7,45994,10000000,17297244,43.0,57.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1362,syriana,2005,77,16,5,5,1,0,6.9,133072,50000000,94000000,17.0,83.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1363,you_got_served,2004,76,36,5,5,1,0,3.8,28407,0,0,32.0,68.0,0.0,100.0,50.0,50.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1364,happy_feet,2006,58,31,11,3,2,1,6.4,195138,100000000,384335608,35.0,65.0,33.0,67.0,21.0,79.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,after_the_sunset,2004,39,15,10,2,1,0,6.2,49076,60000000,61347797,28.0,72.0,0.0,100.0,17.0,83.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1366,charlie_and_the_chocolate_factory,2005,36,27,8,2,1,0,6.7,506106,150000000,474968763,43.0,57.0,0.0,100.0,20.0,80.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,deuce_bigalow:_european_gigolo,2005,44,36,6,0,1,0,4.7,52586,22000000,22400154,45.0,55.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,indiana_jones_and_the_kingdom_of_the_crystal_skull,2008,66,15,4,2,1,0,6.2,481313,185000000,786636033,19.0,81.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1369,the_village,2004,32,17,4,0,1,0,6.6,271634,60000000,256697520,35.0,65.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1370,are_we_there_yet?,2005,28,9,5,0,1,0,4.7,33856,32000000,97918663,24.0,76.0,0.0,100.0,0.0,100.0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,elizabethtown,2005,68,40,4,1,1,0,6.3,71876,57000000,52034889,37.0,63.0,0.0,100.0,20.0,80.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,the_princess_diaries_2:_royal_engagement,2004,86,84,3,3,1,0,5.8,86335,40000000,95149435,49.0,51.0,0.0,100.0,50.0,50.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1373,fun_with_dick_and_jane,2005,69,26,4,4,1,0,6.2,150886,100000000,202026112,27.0,73.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1374,iron_man,2008,60,30,10,1,1,0,7.9,1098153,140000000,585174222,33.0,67.0,0.0,100.0,9.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1375,the_bourne_supremacy,2004,38,10,10,0,1,0,7.7,478354,75000000,288500217,21.0,79.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1376,guess_who,2005,31,20,4,3,1,0,5.9,44687,35000000,68915888,39.0,61.0,0.0,100.0,43.0,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,batman_begins,2005,115,20,5,2,1,0,8.2,1535035,150000000,374218673,15.0,85.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1378,underclassman,2005,35,13,10,0,1,0,4.4,5917,0,0,27.0,73.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1379,napoleon_dynamite,2004,99,118,5,0,1,0,7.0,231067,400000,46118097,54.0,46.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,mean_girls,2004,30,46,2,3,1,0,7.1,408397,17000000,129042871,61.0,39.0,0.0,100.0,60.0,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,the_dukes_of_hazzard,2005,61,29,3,1,1,0,5.1,80882,50000000,110803676,32.0,68.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1382,kill_bill:_vol._2,2004,34,32,5,4,1,0,8.0,784993,30000000,152159461,48.0,52.0,0.0,100.0,44.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1383,white_chicks,2004,38,31,5,0,1,0,5.7,156944,37000000,113086475,45.0,55.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1384,the_da_vinci_code,2006,64,24,5,2,1,0,6.6,449506,125000000,767820459,27.0,73.0,0.0,100.0,29.0,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1385,dark_water,2005,14,12,4,3,1,0,5.6,64626,30000000,25473093,46.0,54.0,0.0,100.0,43.0,57.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1386,stealth,2005,45,10,4,4,1,0,5.1,55551,135000000,76932943,18.0,82.0,0.0,100.0,50.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1387,"synecdoche,_new_york",2008,40,32,6,1,1,0,7.5,96034,21000000,0,44.0,56.0,0.0,100.0,14.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,the_pink_panther,2006,62,20,4,1,1,0,5.7,90590,0,0,24.0,76.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1389,pirates_of_the_caribbean:_dead_man's_chest,2006,109,15,7,1,1,0,7.4,747796,200000000,1065659812,12.0,88.0,0.0,100.0,12.0,88.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1390,kicking_&_screaming,2005,58,16,5,1,1,0,5.6,40042,45000000,56070433,22.0,78.0,0.0,100.0,17.0,83.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1391,the_weather_man,2005,55,29,7,0,1,0,6.6,82257,20000000,12482775,35.0,65.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,in_good_company,2004,36,17,6,1,1,0,6.5,56097,0,0,32.0,68.0,0.0,100.0,14.0,86.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,glory_road,2006,137,44,4,1,1,0,7.2,47957,0,42647449,24.0,76.0,0.0,100.0,20.0,80.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1394,hitch,2005,65,42,4,1,1,0,6.6,328735,70000000,368100420,39.0,61.0,0.0,100.0,20.0,80.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,idiocracy,2006,85,24,2,1,1,0,6.5,175496,30000000,495303,22.0,78.0,0.0,100.0,33.0,67.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1396,brokeback_mountain,2005,36,19,8,1,1,0,7.7,372647,14000000,178043761,35.0,65.0,0.0,100.0,11.0,89.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,the_producers,2005,211,108,2,2,0,1,6.3,44072,45000000,38058335,34.0,66.0,100.0,0.0,50.0,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,fat_albert,2004,44,22,4,2,1,0,4.4,12616,0,0,33.0,67.0,0.0,100.0,33.0,67.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,just_my_luck,2006,89,44,4,2,1,0,5.4,59758,28000000,38159905,33.0,67.0,0.0,100.0,33.0,67.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,eight_below,2006,33,8,8,1,1,0,7.3,67040,40000000,120455994,20.0,80.0,0.0,100.0,11.0,89.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,memoirs_of_a_geisha,2005,52,80,6,2,1,0,7.3,156837,85000000,162242962,61.0,39.0,0.0,100.0,25.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,derailed,2005,40,22,6,0,1,0,6.6,75450,22000000,57479076,35.0,65.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1403,herbie_fully_loaded,2005,47,12,5,3,0,1,4.9,49823,50000000,66002004,20.0,80.0,100.0,0.0,38.0,62.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1404,a_good_year,2006,37,26,5,3,1,0,6.9,99265,35000000,42064105,41.0,59.0,0.0,100.0,38.0,62.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,sin_city,2005,47,27,3,1,3,0,8.0,784333,40000000,158733820,36.0,64.0,0.0,100.0,25.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1406,roll_bounce,2005,36,18,5,1,1,0,6.2,7670,0,0,33.0,67.0,0.0,100.0,17.0,83.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,the_sisterhood_of_the_traveling_pants,2005,20,43,3,7,1,0,6.5,63666,25000000,39053061,68.0,32.0,0.0,100.0,70.0,30.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,youth_in_revolt,2009,28,14,6,3,1,0,6.4,75547,18000000,0,33.0,67.0,0.0,100.0,33.0,67.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,the_exorcism_of_emily_rose,2005,22,17,9,1,1,0,6.7,136299,19000000,144216468,44.0,56.0,0.0,100.0,10.0,90.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1410,running_scared,2006,41,12,11,0,1,0,7.3,102199,17000000,9500000,23.0,77.0,0.0,100.0,0.0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1411,southland_tales,2006,33,31,11,3,1,0,5.3,39933,17000000,374743,48.0,52.0,0.0,100.0,21.0,79.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1412,the_40_year_old_virgin,2005,30,47,6,1,1,0,7.1,455659,26000000,109449237,61.0,39.0,0.0,100.0,14.0,86.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
